Код	Полное наименование	Короткое наименование	Регион	Район	Улица
410881	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОРТО-САЗ"""	"ФАП ""ОРТО-САЗ"""	Нарынская	Нарынский	
410871	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕНЕШ"""	"ФАП ""КЕНЕШ"""	Нарынская	Нарынский	
410861	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ШОРО"""	"ФАП ""ШОРО"""	Нарынская	Нарынский	
411791	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-БЕЙИТ"""	"ФАП ""АК-БЕЙИТ"""	Нарынская	Ат-Башынский	
343431	МАЙЛУУ-СУУСКИЙ ГОРОДСКОЙ ЦЕНТР ПРОФИЛАКТИКИ ЗАБОЛЕВАНИЯ И ГОСУДАРСТВЕННОГО САНИТАРНО-ЭПИДЕМИОЛОГИЧЕСКОГО НАДЗОРА	МАЙЛУУ-СУУСКИЙ ГОРОДСКОЙ ЦПЗИГСЭН	Джалал-Абадская	Майлуу-Суу	Сыдыкова
411781	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-САЙ"""	"ФАП ""АК-САЙ"""	Нарынская	Ат-Башынский	
205211	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАРА-КОО"""	"ГСВ ""КАРА-КОО"""	Иссык-Кульская	Тонский	
514031	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-КОРГОН"""	"ФАП ""КЫЗЫЛ-КОРГОН"""	Баткенская	Кадамжайский	
411321	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-БУЛУН"""	"ФАП ""КАРА-БУЛУН"""	Нарынская	Ат-Башынский	Модубаев
205201	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАДЖИ-САЙ"""	"ГСВ ""КАДЖИ-САЙ"""	Иссык-Кульская	Тонский	
514181	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЕК-ТАШ"""	"ГСВ ""КЕК-ТАШ"""	Баткенская	Лейлекский	
203561	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БУЛАН-СОГОТТУ"""	"ФАП ""БУЛАН-СОГОТТУ"""	Иссык-Кульская	Иссык-Кульский	
411221	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АРАЛ"""	"ФАП ""АРАЛ"""	Нарынская	Жумгальский	ул. Сакыбаев
411201	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЭПКИН"""	"ФАП ""ЭПКИН"""	Нарынская	Жумгальский	ул. Боргемик
411171	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЛАМА"""	"ФАП ""ЛАМА"""	Нарынская	Жумгальский	ул. Толок-Ата
411211	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕК-ОЙ"""	"ФАП ""КЕК-ОЙ"""	Нарынская	Жумгальский	ул. Кооман
411191	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАШДОБО"""	"ФАП ""ТАШДОБО"""	Нарынская	Жумгальский	ул. Бегалы уулу Акмат
411841	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДОСТУК"""	"ФАП ""ДОСТУК"""	Нарынская	Нарынский	
411831	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОН-АРЧА"""	"ФАП ""ОН-АРЧА"""	Нарынская	Нарынский	
411821	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-ЖАЛГА"""	"ФАП ""КАРА-ЖАЛГА"""	Нарынская	Нарынский	
411811	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОК-КЫЯ"""	"ФАП ""КОК-КЫЯ"""	Нарынская	Нарынский	
411801	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРАТАЛ-ЖАПРЫК"""	"ФАП ""КАРАТАЛ-ЖАПРЫК"""	Нарынская	Нарынский	
411481	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-КЫЯ"""	"ФАП ""АК-КЫЯ"""	Нарынская	Нарынский	
823531	РЕСПУБЛИКАНСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ ЦЕНТР  РЕАБИЛИТАЦИИ ДЕТЕЙ С ПОРАЖЕНИЕМ ЦНС	РСЦРДИС  ТОКМОК	Чуйская	Токмок	Гагарина ул.
822141	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-СУУ"""	"ГСВ ""АК-СУУ"""	Чуйская	Московский	
514681	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №10	ГСВ №10	Баткенская	Кызыл-Кия	Ленина ул.
512411	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-БУЛАК"""	"ФАП ""КАРА-БУЛАК"""	Баткенская	Баткенский	
512221	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДОСТУК"""	"ФАП ""ДОСТУК"""	Баткенская	Баткенский	
512231	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЖАНЫ-ДЖЕР"""	"ФАП ""ДЖАНЫ-ДЖЕР"""	Баткенская	Баткенский	
512301	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АПКАН"""	"ФАП ""АПКАН"""	Баткенская	Баткенский	
512311	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕДЖЕЙ"""	"ФАП ""БЕДЖЕЙ"""	Баткенская	Баткенский	
512321	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ГАЗ"""	"ФАП ""ГАЗ"""	Баткенская	Баткенский	
512371	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАНЫРЫК"""	"ФАП ""ЖАНЫРЫК"""	Баткенская	Баткенский	
512361	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАЙЫНДЫ"""	"ФАП ""КАЙЫНДЫ"""	Баткенская	Баткенский	
512381	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАН"""	"ФАП ""КАН"""	Баткенская	Баткенский	
512421	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДОБО"""	"ФАП ""ДОБО"""	Баткенская	Баткенский	
512431	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧЕТ-КЫЗЫЛ"""	"ФАП ""ЧЕТ-КЫЗЫЛ"""	Баткенская	Баткенский	
512441	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧОН-ТАЛАА"""	"ФАП ""ЧОН-ТАЛАА"""	Баткенская	Баткенский	
512471	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""РАВАТ"""	"ФАП ""РАВАТ"""	Баткенская	Баткен	
512461	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЖАНЫ-БАК"""	"ФАП ""ДЖАНЫ-БАК"""	Баткенская	Баткен	
512281	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УЧ-ДЕБЕ"""	"ФАП ""УЧ-ДЕБЕ"""	Баткенская	Баткен	
512271	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕК-ТАШ"""	"ФАП ""КЕК-ТАШ"""	Баткенская	Баткен	
512261	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-САЙ"""	"ФАП ""АК-САЙ"""	Баткенская	Баткен	
513191	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2	ГСВ №2	Баткенская	Баткенский	
512561	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЛЕЙЛЕК"""	"ФАП ""ЛЕЙЛЕК"""	Баткенская	Лейлекский	Жибек жолу
513311	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Баткенская	Кадамжайский	Больничная ул.
513331	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3	ГСВ №3	Баткенская	Кадамжайский	Больничная ул.
512611	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДАРХУМ"""	"ФАП ""ДАРХУМ"""	Баткенская	Лейлекский	
512651	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-ТЕРЕК"""	"ГСВ ""АК-ТЕРЕК"""	Баткенская	Лейлекский	Актерек
512671	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АЙБИКЕ"""	"ГСВ ""АЙБИКЕ"""	Баткенская	Лейлекский	Кожош
512601	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДАРГАЗ"""	"ФАП ""ДАРГАЗ"""	Баткенская	Лейлекский	
512591	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЭСКИ-ООЧУ"""	"ФАП ""ЭСКИ-ООЧУ"""	Баткенская	Лейлекский	
512581	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МАКСАТ"""	"ФАП ""МАКСАТ"""	Баткенская	Лейлекский	
512481	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МЭЭРИМ"""	"ФАП ""МЭЭРИМ"""	Баткенская	Кадамжайский	
513111	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧЕТ БУЛАК"""	"ФАП ""ЧЕТ БУЛАК"""	Баткенская	Баткенский	
512531	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЕНОО"""	"ФАП ""ДЕНОО"""	Баткенская	Лейлекский	
513121	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЗАРДАЛИ"""	"ФАП ""ЗАРДАЛИ"""	Баткенская	Баткенский	
513131	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-ТОКОЙ"""	"ФАП ""КАРА-ТОКОЙ"""	Баткенская	Баткенский	
513141	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ОТОК"""	"ФАП ""АК-ОТОК"""	Баткенская	Баткенский	
513081	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАШ-КЫЯ"""	"ФАП  ""ТАШ-КЫЯ"""	Баткенская	Кадамжайский	Геологический ул.
513071	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАШ-ТИЛЕК"""	"ФАП ""ЖАШ-ТИЛЕК"""	Баткенская	Кадамжайский	А.Масалиев1 ул.
513161	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ПАСКЫ-АРЫК"""	"ФАП ""ПАСКЫ-АРЫК"""	Баткенская	Баткен	
512961	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""Минбулак"""	"ФАП ""Минбулак"""	Баткенская	Баткен	
512891	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МИН-ОРУК"""	"ФАП ""МИН-ОРУК"""	Баткенская	Баткен	
512451	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ТАТЫР"""	"ФАП ""АК-ТАТЫР"""	Баткенская	Баткен	
513051	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЛАЙЛИ"""	"ФАП ""ЛАЙЛИ"""	Баткенская	Лейлекский	
512621	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧУРБЕК"""	"ФАП ""ЧУРБЕК"""	Баткенская	Лейлекский	
513231	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БУЖУМ"""	"ГСВ ""БУЖУМ"""	Баткенская	Баткенский	
513221	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ТАЯН"""	"ГСВ ""ТАЯН"""	Баткенская	Баткенский	
308911	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №20	ГСВ №20	Джалал-Абадская	Сузакский	Сыдыков М.
513301	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БОЗ-АДЫР"""	"ГСВ ""БОЗ-АДЫР"""	Баткенская	Баткенский	
514311	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ № 29	ГСВ № 29	Баткенская	Лейлекский	
308581	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2	ГСВ №2	Джалал-Абадская	Таш-Кумыр	Дзержинская ул.
513251	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЧОН-ГАРА"""	"ГСВ ""ЧОН-ГАРА"""	Баткенская	Баткенский	
616761	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АКТЕРЕК"""	"ФАП ""АКТЕРЕК"""	Ошская	Ноокатский	
512851	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОЛЬЦО"""	"ФАП ""КОЛЬЦО"""	Баткенская	Сулюкта	
512841	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БОКОМБАЕВА"""	"ФАП ""БОКОМБАЕВА"""	Баткенская	Сулюкта	
513441	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""Капчыгай"""	"ФАП ""Капчыгай"""	Баткенская	Баткен	
205001	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ВОСТОК"""	"ГСВ ""ВОСТОК"""	Иссык-Кульская	Иссык-Кульский	Больничный
513521	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЖАНЫЖЕР"""	"ГСВ ""ЖАНЫЖЕР"""	Баткенская	Кадамжайский	Маяковский ул.
244431	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""Ысык-Кол"	ФАП	Иссык-Кульская	Балыкчы	М.Курманов ул.
513451	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №31	ГСВ №31	Баткенская	Кадамжайский	
513691	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАЙРАГАЧ"""	"ГСВ ""КАЙРАГАЧ"""	Баткенская	Лейлекский	
513671	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-АРЫК"""	"ГСВ ""АК-АРЫК"""	Баткенская	Лейлекский	
513661	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ИНТЕРНАЦИОНАЛ"""	"ГСВ ""ИНТЕРНАЦИОНАЛ"""	Баткенская	Лейлекский	
513641	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №4	ГСВ №4	Баткенская	Лейлекский	
514051	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ВАЛАКИШ"""	"ФАП ""ВАЛАКИШ"""	Баткенская	Кадамжайский	
514021	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-БУЛАК"""	"ФАП ""КЫЗЫЛ-БУЛАК"""	Баткенская	Кадамжайский	
513991	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЫНТЫМАК"""	"ФАП ""ЫНТЫМАК"""	Баткенская	Кадамжайский	Кой-Таш ул.
513981	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""НОВГАРДАН"""	"ФАП ""НОВГАРДАН"""	Баткенская	Кадамжайский	Жар-Кочо ул.
513891	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ТИЛЕК"""	"ФАП ""АК-ТИЛЕК"""	Баткенская	Кадамжайский	Кайтпас ул.
513771	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕЛЕЧЕК"""	"ФАП ""КЕЛЕЧЕК"""	Баткенская	Баткен	
513741	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2	ГСВ №2	Баткенская	Сулюкта	
307081	"ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""ЧАНГЫРТАШ"""	"ФТБ ""ЧАНГЫРТАШ"""	Джалал-Абадская	Сузакский	Овчинникова Василий ул.
514321	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""Сада"""	"ФАП ""Сада"""	Баткенская	Лейлекский	
620281	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Ошская	Араванский	
620291	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2	ГСВ №2	Ошская	Араванский	
514461	"УЧАТСКОВАЯ БОЛЬНИЦА ""АНДАРАК"""	"УБ ""АНДАРАК"""	Баткенская	Лейлекский	
513701	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""МАРГУН"""	"ГСВ ""МАРГУН"""	Баткенская	Лейлекский	
514091	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ДОСТУК"""	"ГСВ ""ДОСТУК"""	Баткенская	Лейлекский	
203401	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""СВЕТЛАЯ ПОЛЯНА"""	"ФАП ""СВЕТЛАЯ ПОЛЯНА"""	Иссык-Кульская	Жети-Огузский	Алакуш
308751	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №11 ""ОР?КТ?"""	"ГСВ №11 ""ОР?КТ?"""	Джалал-Абадская	Ала-Букинский	К.Абдиев ул.
514171	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БАЙ КАРА-БАК"""	"ФАП ""БАЙ КАРА-БАК"""	Баткенская	Баткенский	
514371	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АЙ-КОЛ"""	"ФАП ""АЙ-КОЛ"""	Баткенская	Лейлекский	
514281	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УЧКУН"""	"ФАП ""УЧКУН"""	Баткенская	Кадамжайский	Учкун ул.
514191	"ФАП""ДОСТУК"""	"ФАП""ДОСТУК"""	Баткенская	Кадамжайский	Достук ул.
514351	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОЗГУРЮШ"""	"ФАП ""ОЗГУРЮШ"""	Баткенская	Лейлекский	Берк Суу
514861	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЧИМГЕН"""	"ГСВ ""ЧИМГЕН"""	Баткенская	Лейлекский	Булак Башы
514661	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАТРАН"""	"ГСВ ""КАТРАН"""	Баткенская	Лейлекский	
514621	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""РАЗЪЕЗД"""	"ФАП ""РАЗЪЕЗД"""	Баткенская	Кадамжайский	
514881	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-ТУРПАК"""	"ГСВ ""АК-ТУРПАК"""	Баткенская	Баткенский	
620301	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3	ГСВ №3	Ошская	Араванский	
514891	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""САМАТ"""	"ГСВ ""САМАТ"""	Баткенская	Лейлекский	Б.Исабеков
926931	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	город Ош	город Ош	
309061	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ДОСТУК"""	"ГСВ ""ДОСТУК"""	Джалал-Абадская	Ноокенский	
514611	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАЛТАК"""	"ФАП ""КАЛТАК"""	Баткенская	Кадамжайский	
615291	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №10	ГСВ №10	Ошская	Узгенский	
615121	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖОШОЛУ"""	"ФАП ""ЖОШОЛУ"""	Ошская	Алайский	
615111	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АРПА-ТЕКТИР"""	"ФАП ""АРПА-ТЕКТИР"""	Ошская	Алайский	
615101	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОГУЗ-БУЛАК"""	"ФАП ""ТОГУЗ-БУЛАК"""	Ошская	Алайский	
615091	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕН-ЖЫЛГА"""	"ФАП ""КЕН-ЖЫЛГА"""	Ошская	Алайский	
615041	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАМГА-ТЕРЕК"""	"ФАП ""ТАМГА-ТЕРЕК"""	Ошская	Алайский	
616001	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-САРАЙ"""	"ФАП ""КЫЗЫЛ-САРАЙ"""	Ошская	Кара-Сууйский	
514561	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КУЛДУ"""	"ФАП ""КУЛДУ"""	Баткенская	Кадамжайский	
514551	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ШАБРАН"""	"ФАП ""ШАБРАН"""	Баткенская	Кадамжайский	Шыбран ул.
615431	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №21	ГСВ №21	Ошская	Узгенский	
620171	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЖЫЛ-КЕЛДИ"""	"ГСВ ""ЖЫЛ-КЕЛДИ"""	Ошская	Кара-Сууйский	
822111	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АРЧАЛЫ"""	"ФАП ""АРЧАЛЫ"""	Чуйская	Аламудунский	
615261	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧИЙ-ТАЛАА"""	"ФАП ""ЧИЙ-ТАЛАА"""	Ошская	Алайский	
615251	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕРЕК"""	"ФАП ""ТЕРЕК"""	Ошская	Алайский	
615241	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АСКАЛЫ"""	"ФАП ""АСКАЛЫ"""	Ошская	Алайский	
615231	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МАДАНИЯТ"""	"ФАП ""МАДАНИЯТ"""	Ошская	Алайский	
615221	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-АЛАЙ"""	"ФАП ""КЫЗЫЛ-АЛАЙ"""	Ошская	Алайский	
615211	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-БОСОГО"""	"ФАП ""АК-БОСОГО"""	Ошская	Алайский	
615201	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЖАНЫ-АРЫК"""	"ФАП ""ДЖАНЫ-АРЫК"""	Ошская	Алайский	
615171	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КУН-ЭЛЕК"""	"ФАП ""КУН-ЭЛЕК"""	Ошская	Алайский	
615151	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УСЕН-КЫШТОО"""	"ФАП ""УСЕН-КЫШТОО"""	Ошская	Алайский	
